candidate_id,source_raw_id,title,year,doi,landing_url,pdf_url,final_decision,final_status,reason_code,evidence_level,evidence_text,retrieval_chain
FT017,RAW136,Agricultural Robotics,2018,10.1146/annurev-control-053018-023617,https://doi.org/10.1146/annurev-control-053018-023617,,exclude,exclude_fulltext,R05_review_or_secondary_study,openalex_unpaywall_metadata,"P=Agricultural Robotics. A key goal of contemporary agriculture is to dramatically increase production of food, feed, fiber, and biofuel products in a sustainable fashion, facing the pressure of diminishing farm labor supply. Agricultural robots can accelerate plant breed | N=ed labor inputs by providing task-appropriate sensing and actuation at fine spatiotemporal resolutions. This article highlights the distinctive challenges imposed on ground robots by agricultural environments, which are characterized by wide variations in environmental conditions, diversity and comp | C=se perception robustness and performance despite variability.. Annual Review of Control Robotics and Autonomous Systems | E=available benchmark data sets are needed to increase perception robustness and performance despite variability.. Annual Review of Control Robotics and Autonomous Systems",abstract_available+landing_url
FT018,RAW138,Sensor-Based Model Driven Control Strategy for Precision Irrigation,2016,10.1155/2016/9784071,https://doi.org/10.1155/2016/9784071,,exclude,exclude_fulltext,R06_missing_PNCE_N,openalex_unpaywall_metadata,P=iven Control Strategy for Precision Irrigation. Improving the efficiency of the agricultural irrigation systems substantially contributes to sustainable water management. This improvement can be achieved through an automated irrigation system that includes a real-time control strategy based on the w | N=missing | C=Sensor-Based Model Driven Control Strategy for Precision Irrigation. Improving the efficiency of the agricultural irrigation systems substantially contributes to sustainable water management. This improvement can be achieved through an automated | E=termine optimal amount of water required by the crop. This proposed approach is evaluated against a traditional irrigation system based on the empirical definition of time periods and against a basic soil moisture control system. Results indicate that the use of a model predictive control in an irri,abstract_available+landing_url
FT019,RAW139,Deployment Strategies of Soil Monitoring WSN for Precision Agriculture Irrigation Scheduling in Rural Areas,2021,10.3390/s21051693,https://doi.org/10.3390/s21051693,,exclude,exclude_fulltext,R05_review_or_secondary_study,openalex_unpaywall_metadata,"P=Deployment Strategies of Soil Monitoring WSN for Precision Agriculture Irrigation Scheduling in Rural Areas. Deploying wireless sensor networks (WSN) in rural environments such as agricultural fields may present some challenges that affect the communication between the nodes due | N=g WSN for Precision Agriculture Irrigation Scheduling in Rural Areas. Deploying wireless sensor networks (WSN) in rural environments such as agricultural fields may present some challenges that affect the communication between the nodes due to the vegetation. These challenges must be addressed when | C=missing | E=n and on-ground, near-ground, and above-ground ESP32 Wi-Fi node placements. The results of the testbed show high variability in densely vegetated areas. These results are analyzed to determine the theoretical maximum coverage for acceptable signal quality for each of the studied configurations. The",abstract_available+landing_url
FT020,RAW152,LoRaFarM: A LoRaWAN-Based Smart Farming Modular IoT Architecture,2020,10.3390/s20072028,https://doi.org/10.3390/s20072028,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=with the purpose of achieving an optimized and more environmentally sustainable agriculture. In this paper, a low-cost, modular, and Long-Range Wide-Area Network (LoRaWAN)-based IoT platform, denoted as “LoRaWAN-based Smart Farming Modular IoT Architecture” (LoRaFarM), and aimed at improving the man | N=LoRaFarM: A LoRaWAN-Based Smart Farming Modular IoT Architecture. Presently, the adoption of Internet of Things (IoT)-related technologies in the Smart Farming domain is rapidly emerging. The ultimate goal is to collect, monitor, an | C=Internet of Things (IoT)-related technologies in the Smart Farming domain is rapidly emerging. The ultimate goal is to collect, monitor, and effectively employ relevant data for agricultural processes, with the purpose of achieving an optimized and more environmentally sustainable agriculture. In t | E=oviding advanced functionalities to the farmer). The proposed platform has been evaluated in a real farm in Italy, collecting environmental data (air/soil temperature and humidity) related to the growth of farm products (namely grapes and greenhouse vegetables) over a period of three months. A web-b",abstract_available+landing_url
FT021,RAW155,Energy-Efficient Edge-Fog-Cloud Architecture for IoT-Based Smart Agriculture Environment,2021,10.1109/access.2021.3101397,https://doi.org/10.1109/access.2021.3101397,,exclude,exclude_fulltext,R06_missing_PNCE_C,openalex_unpaywall_metadata,"P=Energy-Efficient Edge-Fog-Cloud Architecture for IoT-Based Smart Agriculture Environment. The current agriculture systems compete to take advantage of industry advanced technologies, including the internet of things (IoT), cloud/fog/edge computing, artificial intelligence, and agricul | N=Energy-Efficient Edge-Fog-Cloud Architecture for IoT-Based Smart Agriculture Environment. The current agriculture systems compete to take advantage of industry advanced technologies, including the internet of things (IoT), cloud/fog/edge computing, artificial intellige | C=missing | E=rt agriculture environment, where the proposed architecture is implemented, and results are analyzed and compared to the traditional implementation. According to the results of thousands of agriculture sensors, the proposed architecture outperforms the traditional cloud-based architecture in terms o",abstract_available+landing_url
FT022,RAW165,Zoning irrigation smart system based on fuzzy control technology and IoT for water and energy saving,2021,10.1016/j.jclepro.2021.127001,https://doi.org/10.1016/j.jclepro.2021.127001,,include,include_after_crossref_metadata,A02_PNCE_all_present_in_crossref_text,crossref_abstract_metadata,P=Zoning irrigation smart system based on fuzzy control technology and IoT for water and energy saving. . Journal of Cleaner Production | N=Zoning irrigation smart system based on fuzzy control technology and IoT for water and energy saving. . Journal of Cleaner Production | C=Zoning irrigation smart system based on fuzzy control technology and IoT for water and energy saving. . Journal of Cleaner Production | E=irrigation smart system based on fuzzy control technology and IoT for water and energy saving. . Journal of Cleaner Production,metadata_only+landing_url; crossref=A02_PNCE_all_present_in_crossref_text
FT023,RAW166,IoT in Precision Agriculture applications using Wireless Moisture Sensor Network,2016,10.1109/icos.2016.7881983,https://doi.org/10.1109/icos.2016.7881983,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=IoT in Precision Agriculture applications using Wireless Moisture Sensor Network. Internet of Things (IoT) is a network of sensors and connectivity to enable application like agriculture optimum irrigation. Wireless sensor network (WSN) | N=ors and connectivity to enable application like agriculture optimum irrigation. Wireless sensor network (WSN) and Wireless Moisture Sensor Network (WMSN) are components of IoT. One of the important processes in agriculture is irrigation. Improper irrigation will result in waste of water. Proper irri | C=per irrigation system could be achieved by using WSN technology. Monitoring and control applications have been tremendously improved by using WSN technology. It enabled efficient communication with many sensors. WMSN is a WSN with moisture sensors. In this study, Precision Agriculture (PA) used WMSN | E=the important processes in agriculture is irrigation. Improper irrigation will result in waste of water. Proper irrigation system could be achieved by using WSN technology. Monitoring and control applications have been tremendously improved by using WSN technology. It enabled efficient communicatio",abstract_available+landing_url
FT024,RAW167,Smart platform based on IoT and WSN for monitoring and control of a greenhouse in the context of precision agriculture,2023,10.1016/j.iot.2023.100830,https://linkinghub.elsevier.com/retrieve/pii/S2542660523001531,,exclude,exclude_fulltext_unretrievable,R12_fulltext_or_abstract_unretrievable_after_OpenAlex_Unpaywall_Crossref_landing_checks,retrieval_failure_documented,No sufficient abstract/full-text evidence was retrievable. Conservative PRISMA eligibility rule: exclude rather than infer PNCE fit.,metadata_only+landing_url; crossref=R08_crossref_text_insufficient; landing=R10_landing_text_insufficient
FT025,RAW169,Smart System for Bicarbonate Control in Irrigation for Hydroponic Precision Farming,2018,10.3390/s18051333,https://doi.org/10.3390/s18051333,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=in Irrigation for Hydroponic Precision Farming. Improving the sustainability in agriculture is nowadays an important challenge. The automation of irrigation processes via low-cost sensors can to spread technological advances in a sector very influenced by economical costs. This article presents an a | N=to-calibrated pH sensor connected to a wireless node. Several nodes compose our wireless sensor networks (WSN) to control our greenhouse. The sensors periodically measure the pH level of each hydroponic support and send the information to a data base (DB) which stores and analyzes the data to warn f | C=Smart System for Bicarbonate Control in Irrigation for Hydroponic Precision Farming. Improving the sustainability in agriculture is nowadays an important challenge. The automation of irrigation processes via low-cost sensors can to spread technologi | E=pour the different liquid solutions to maintain the sensor calibration and the water samples from the channels that contain the nutrient solution. To implement our architecture, we use an auto-calibrated pH sensor connected to a wireless node. Several nodes compose our wireless sensor networks (WSN",abstract_available+landing_url
FT026,RAW170,Design of an Intelligent Management System for Agricultural Greenhouses Based on the Internet of Things,2017,10.1109/cse-euc.2017.212,https://doi.org/10.1109/cse-euc.2017.212,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=er are:1. To research the current development of new technologies applicable to agriculture and summarizes the strong points concerning the application of the Agricultural Internet of Things both at home and abroad. Also proposed are some new methods of agricultural greenhouse management.2. An analy | N=by short-distance wireless communication technology, such as Bluetooth, WIFI or Zigbee. In fact, Zigbee technology, because of its convenient networking and low power consumption, is widely used in the agricultural internet. The sensor network is combined with well-established web technology, in the | C=tablished web technology, in the form of a wireless sensor network, to remotely control and monitor data from the sensors.In this paper a smart system of greenhouse management based on the Internet of Things is proposed using sensor networks and web-based technologies. The system consists of sensor | E=s a high demand for food, which is prompting the study of high quality and high-yielding crops. China's current agricultural production is sufficient to feed the nation; however, compared with developed countries agricultural farming is still lagging behind, mainly due to the fact that the system of",abstract_available+landing_url
FT027,RAW171,Precision agriculture applications using wireless moisture sensor network,2015,10.1109/micc.2015.7725400,https://doi.org/10.1109/micc.2015.7725400,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,P=Precision agriculture applications using wireless moisture sensor network. Improper irrigation will result in waste of water. Proper irrigation system could be achieved by using Wireless sensor networks (WSN) technology. Monitorin | N=l result in waste of water. Proper irrigation system could be achieved by using Wireless sensor networks (WSN) technology. Monitoring and control applications have been tremendously improved by using Wireless sensor networks technology. It enabled efficient communication with many sensors. Wireless | C=be achieved by using Wireless sensor networks (WSN) technology. Monitoring and control applications have been tremendously improved by using Wireless sensor networks technology. It enabled efficient communication with many sensors. Wireless moisture sensor network (WMSN) is a WSN with moisture sens | E=e applications using wireless moisture sensor network. Improper irrigation will result in waste of water. Proper irrigation system could be achieved by using Wireless sensor networks (WSN) technology. Monitoring and control applications have been tremendously improved by using Wireless sensor networ,abstract_available+landing_url
FT028,RAW172,Precision Agriculture for Greenhouses Using a Wireless Sensor Network,2017,10.1109/picict.2017.20,https://doi.org/10.1109/picict.2017.20,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=Precision Agriculture for Greenhouses Using a Wireless Sensor Network. Agriculture is one of the most crucial needs of the life since it supports human and animals with food supplies and benefits the human employment and the natio | N=Precision Agriculture for Greenhouses Using a Wireless Sensor Network. Agriculture is one of the most crucial needs of the life since it supports human and animals with food supplies and benefits the human employment and the national economy. Wireless Sensor Network | C=Management System (GSMS) using WSNs is designed and developed to automatically control, manage and monitor the agricultural parameters and activities inside the greenhouses. The ambient relative humidity and temperature of the greenhouse are measured using sensor nodes. When the sensed parameters e | E=s. Hardware and software for the proposed GSMS are developed in this paper. The results show that the GSMS can save the agricultural resources and improve the crop yields, compared with other traditional schemes..",abstract_available+landing_url
FT029,RAW173,The Precision Agriculture Based on Wireless Sensor Network with MQTT Protocol,2018,10.1088/1755-1315/207/1/012059,https://doi.org/10.1088/1755-1315/207/1/012059,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=The Precision Agriculture Based on Wireless Sensor Network with MQTT Protocol. Precision agricultural techniques are widely developed to monitor and control growth of plant in greenhouse. The use of greenhouses is suitable for the cou | N=The Precision Agriculture Based on Wireless Sensor Network with MQTT Protocol. Precision agricultural techniques are widely developed to monitor and control growth of plant in greenhouse. The use of greenhouses is suitable for the countries that have unpr | C=Protocol. Precision agricultural techniques are widely developed to monitor and control growth of plant in greenhouse. The use of greenhouses is suitable for the countries that have unpredictable weather e.g. Indonesia. The main monitors and controls in greenhouse are sensor networks and actuators. | E=ed to observe temperature, humidity and light intensity of the greenhouse. Test results of three sensors in data transmission speeds indicate that the MQTT protocol run with very small bandwidth. It can transmit data on the 4G network of AXIS provider with download capability of 0.02 kbps and upload",abstract_available+landing_url
FT030,RAW174,An IoT based system for telemetry and control of Greenhouse environment,2019,10.1109/upcon47278.2019.8980258,https://doi.org/10.1109/upcon47278.2019.8980258,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=l of greenhouse environment is a key feature of the developed system. Real time irrigation needs are received via messages on the Blynk app installed on the mobile phone. The experimental results show that the proposed system is an effective solution for energy efficient smart farming in greenhouse | N=greenhouse environmental parameters in real time. The state of art systems use zigbee based wireless sensor networks for monitoring and control, which have a limited range of operation, bandwidth and cognitive abilities. This paper presents a novel IoT based system for telemetry and control of gree | C=An IoT based system for telemetry and control of Greenhouse environment. Maintaining suitable environmental conditions like soil moisture, temperature, humidity etc. is required for good crop produce in industrial greenhouses. Internet of Things (IoT) can en | E=s are received via messages on the Blynk app installed on the mobile phone. The experimental results show that the proposed system is an effective solution for energy efficient smart farming in greenhouse and thus contribute towards a sustainable and green environment.. 2019 International Conference",abstract_available+landing_url
